(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(0.0, 0.0, 0.0)
(-0.1, 0.2, 0.5)
(-0.1, 0.2, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.0)
(-0.1, 0.6, 2.2)
(-0.1, 0.5, 2.2)
(-0.1, 0.5, 2.2)
(-0.1, 0.5, 2.2)
(-0.1, 0.5, 2.2)
(-0.1, 0.5, 2.2)
(-0.1, 0.5, 2.2)
(-0.1, 0.5, 2.2)
(-0.1, 0.5, 2.2)
(-0.1, 0.5, 2.2)
(-0.1, 0.5, 2.2)
(-0.1, 0.5, 2.2)
(-0.1, 0.5, 2.2)
(-0.1, 0.5, 2.2)
(-0.1, 0.5, 2.2)
(-0.1, 0.5, 2.2)
(-0.1, 0.5, 2.1)
(-0.1, 0.5, 2.1)
(-0.1, 0.5, 2.1)
(-0.1, 0.5, 2.1)
(-0.1, 0.5, 2.1)
(-0.1, 0.5, 2.1)
(-0.1, 0.5, 2.1)
(-0.1, 0.5, 2.1)
(-0.1, 0.5, 2.1)
(-0.1, 0.5, 2.1)
(-0.1, 0.5, 2.1)
(-0.1, 0.5, 2.1)
(-0.1, 0.5, 2.1)
(0.2, 0.5, 1.9)
(0.2, 0.5, 1.9)
(0.2, 0.5, 1.9)
(0.2, 0.5, 1.9)
(0.2, 0.5, 1.9)
(0.2, 0.5, 1.9)
(0.2, 0.5, 1.9)
(0.2, 0.5, 1.9)
(0.2, 0.5, 1.9)
(0.2, 0.5, 1.9)
(0.2, 0.5, 1.9)
(0.3, 0.5, 1.9)
(-0.1, 0.4, 2.0)
(-0.1, 0.4, 2.0)
(-0.1, 0.4, 2.0)
(-0.1, 0.4, 2.0)
(-0.1, 0.4, 2.0)
(-0.1, 0.4, 2.0)
(-0.1, 0.4, 2.0)
(-0.1, 0.4, 2.0)
(-0.1, 0.4, 2.0)
(-0.1, 0.4, 2.0)
(-0.1, 0.4, 2.0)
(0.3, 0.1, 1.9)
(0.3, 0.1, 1.9)
(0.3, 0.1, 1.9)
(0.3, 0.1, 1.9)
(0.3, 0.1, 1.9)
(0.3, 0.1, 1.9)
(0.3, 0.1, 1.9)
(0.3, 0.1, 1.9)
(0.3, 0.1, 1.9)
(0.3, 0.1, 1.9)
